System Name,School Name,Administrator,Physical Address,,,,Phone,Website,Grade Range
Private Schools,Cornerstone Elementary,Julia L Blackerby,118 55th Street North,Birmingham,AL,35212-0309,205.591.7600,www.csalabama.org,PK-12
Private Schools,Cornerstone Elementary,Theresa Frank,118 55th Street North,Birmingham,AL,35212-0309,205.591.7600,www.csalabama.org,PK-12
Private Schools,Cornerstone High School,LaToya Seals,980 Huffman Road,Birmingham,AL,35215-    ,205.591.7600,https://csalabama.org/,12-Sep
Private Schools,Cornerstone Middle School,William Alton Sellers,24975 Highway 25,Birmingham,AL,35215,205.591.7600,www.csalabama.org,8-Jun
Private Schools,Cornerstone Schools of Alabama,Nita Carr,PO Box 320309,Birmingham,AL,35232,205.591.7600,www.nonesupplied.com,PK-12
Private Schools,Cottage Hill Christian Academy,,7355 Creekwood Drive,Mobile,AL,36695,251.634.2513,www.chcacademy.org,PK-12
Private Schools,Country Day School,Stacie Lynne Lane,1699 Old Dry Creek Road,Huntsville,AL,35806-1543,256.837.5266,www.country-day.com,PK-08
Private Schools,Covenant Christian Academy,Sylvia Devine,926 Weatherly Road,Huntsville,AL,35803,256.882.3668,www.nonesupplied.com,
Private Schools,Covenant Christian School,Peggy A Hayden,4121 7th Avenue-Wylam,Birmingham,AL,35224,,,
Private Schools,Covenant Christian School,Laura Grice,105 George Wallace Dr,Troy,AL,36081,,,
Private Schools,Covenant Christian School,Bill Deegan,1900 Covenant Drive,Tuscumbia,AL,35674-4750,256.383.4436,www.ccseagles.com,PK-12
Private Schools,Covenant Christian School,Felicia Hall Boren,7150 Hitt Rd,Mobile,AL,36695-4432,251.633.8055,www.covenantschool.com,PK-08
Private Schools,Covenant Christian School,Keith Walden Currie,7150 Hitt Rd,Mobile,AL,36695-4432,251.633.8055,www.covenantschool.com,PK-08
Private Schools,Covenant Christian School,Felicia Hall Boren,7150 Hitt Rd,Mobile,AL,36695-4432,251.633.8055,www.covenantschool.com,PK-08
Private Schools,Covenant Christian School,Keith Walden Currie,7150 Hitt Rd,Mobile,AL,36695-4432,251.633.8055,www.covenantschool.com,PK-08
Private Schools,Covenant Classical School and Daycare,,6590 Husky Parkway,Trussville,AL,35173,205.508.7044,www.ccslion.com,
Private Schools,Covenant Classical School and Daycare,,220 Exchange Place,Huntsville,AL,35806,256.837.5437,www.ccslion.com,
Private Schools,Covenant Classical School and Daycare,,7015 Cabela Drive,Huntsville,AL,35806,256.382.7323,www.ccslion.com,
Private Schools,Covenant Classical School and Daycare,,151 Covenant Way,Homewood,AL,35209,205.968.1255,www.ccslion.com,
Private Schools,Covenant Classical School and Daycare,,420 Huntley Pkwy,Pelham,AL,35124,205.620.2626,www.ccslion.com,
Private Schools,Covenant Classical School and Daycare,,25 Southlake Lane,Birmingham,AL,35244,205.444.5437,www.ccslion.com,
Private Schools,Covenant Classical School and Daycare,,5390 Magnolia Trace,Hoover,AL,35244,205.733.5437,www.ccslion.com,
Private Schools,Covenant School,,1310 St Joseph Drive NW,Cullman,AL,35055,256.739.0505,www.nonesupplied.com,
Private Schools,Creative Beginnings Child Development Center,Ellen Griffin,10128 N Memorial Parkway,Huntsville,AL,35810,,,PK-PK
Private Schools,Creative Montessori Sch Inc,Greg Smith,1650 28th Court S,Homewood,AL,0,,,OK-06
Private Schools,Crenshaw Christian Academy,Gary Dwain Driver,608 Country Club Drive,Luverne,AL,36049-6838,334.335.5749,www.crenshawchristianacademy.com,PK-12
Private Schools,Crittenton Youth Services,Joy Logan,"4367 Downtowner Loop North, Suite D",Mobile,AL,36609,251.639.0004,www.nonesupplied.com,
Private Schools,Cullman Christian School,,1803 Beech Avenue SE,Cullman,AL,35055,256.734.0734,www.cullmanchristian.org ,PK-10
Private Schools,Daisy Academy,Leslie Clare Jones,24316 US Hwy 331,Opp,AL,36467,334.488.4773,DaisysLittleYellowSchoolhouse.blogspot.com,12-Oct
Private Schools,Dale County Christian,Mark Greyson Barker,Hwy 27 E,Ozark,AL,36360-7755,334.774.4127,dccs.ewellbaptist.org,PK-12
Private Schools,Decatur Heritage Christian Academy,Scott Mayo,3802 Spring Avenue SW,Decatur,AL,35603,256.351.4275,www.dhca.org,OK-12
Private Schools,"Developing Alabama Youth (DAY) Foundation, Inc.",Kathy Peinhardt Miller,117 Plaza Circle,Alabaster,AL,35007,205.664.1600,,11-Jul
Private Schools,Dixon Total Touch Child Development Center,,P O Box 10651,Prichard,AL,36610,251.456.5251,www.nonesupplied.com,
Private Schools,Dunnam's Private School Inc,Gail Stubbs Mitchell,811 Glenn Rd,Bessemer,AL,0,,,PK-05
Private Schools,E Birmingham Cogic Christian,Berdis A Blanding,5600 First Avenue North,Birmingham,AL,0,,,PK-05
Private Schools,E Lake United Meth Elem Sch,Naomi Sells,7753 First Avenue S,Birmingham,AL,0,,,OK-05
Private Schools,East Birmingham Church Of God Academy,Peter Wren,5600 First Avenue North,Birmingham,AL,35212,,,
Private Schools,East Memorial Christian Academy,,1320 Old Ridge Rd E,Prattville,AL,36066-1921,334.358.4085,emcawildcats.org,PK-12
Private Schools,East Montgomery Montessori School,Frances Bell,6801 Vaughn Rd,Montgomery,AL,36116-1328,334.272.5097,www.eastmontgomerymontessori.com,
Private Schools,Easten Shore Christian Academy,Ashley Jones,28328 County Road 13,Daphne,AL,36526,251.111.1111,www.nonesupplied.com,
Private Schools,Eastmont Baptist Kindergarten,Sherry Wallace,4505 Atlanta Highway,Montgomery,AL,36109,334.277.6300,,
Private Schools,Eastwood Christian School,,1701 East Trinity Blvd,Montgomery,AL,36106,334.272.8195,www.eastwoodschool.org,PK-12
Private Schools,Edgewood Academy,Jacqulyn Palmer Roberts,5475 Elmore Rd,Elmore,AL,36025-1610,334.567.5102,edgewoodacademy.org,PK-12
Private Schools,Ellwood Christian Academy,,1 Bell Rd,Selma,AL,36701-7732,334.877.1581,,PK-12
Private Schools,Emerald Mountain Christian Sch,Bobbie H Ames,4125 Rifle Range Rd,Wetumpka,AL,36093,334.567.0555,,PK-12
Private Schools,Emmanuel Christian School,Michele Lee Redmond,178 Earline Rd,Dothan,AL,36305-4202,334.792.0935,www.emmanuelchristian.org,PK-12
Private Schools,Emmanuel Christian School,Mark Redmond,178 Earline Rd,Dothan,AL,36305-4202,334.792.0935,www.emmanuelchristian.org,PK-12
Private Schools,Emmanuel Christian School,Michele Lee Redmond,178 Earline Rd,Dothan,AL,36305-4202,334.792.0935,www.emmanuelchristian.org,PK-12
Private Schools,Emmanuel Christian School,Mark Redmond,178 Earline Rd,Dothan,AL,36305-4202,334.792.0935,www.emmanuelchristian.org,PK-12
Private Schools,Emmanuel S D A Jr Academy,Judy Perdella Ross,2000 Dr Martin Luther King Ave,Mobile,AL,0,334.478.1140,,8-Jan
Private Schools,Enterprise Preparatory Academy,Gary Fraiser,1149 James Dr,Enterprise,AL,36331,334.308.1313,,PK-12
Private Schools,Ephesus Academy,Nikkia Hampton,829 McMillon Avenue SW,Birmingham,AL,35211,205.786.2194,,OK-12
Private Schools,Episcopal Day School,Laura McCartney,156 South Ninth St,Gadsden,AL,0,256.546.9071,www.episcopal-day-school.org,PK-12
Private Schools,Escambia Academy,Nancy Newby Deabler,268 Cowpen Creek Rd,Atmore,AL,36502,251.368.2080,escambiaacademy.net,PK-12
Private Schools,Etowah Development Academy,Susan Wilson,PO Box 1172,Gadsden,AL,35902-1172,,,
Private Schools,Evangel Christian Academy,Robert D Johnson,3975 Vaughn Road,Montgomery,AL,36106,334.272.3882,www.ecalions.org,OK-12
Private Schools,Evangel Christian School,James Tillman,1277 Jubilee Road,Saraland,AL,36571,251.675.4619,www.nonesupplied.com,
Private Schools,Evangel Classical Christian School,Pamela Mckee,423 Thompson Road,Alabaster,AL,35007,205.216.0149,www.evangelclassical.org,OK-12
Private Schools,Evangel School,William M Snuggs,P O Box 1670,Alabaster,AL,0,,,
Private Schools,Excel Academy,Deidra J Gopher,1636 Pulaski Pike Suite 2,Huntsville,AL,35810-    ,256.361.3233,https://www.breakingbarrierstvlive.com/excel-academy,PK-03
Private Schools,Exploratorium Academy,Mary Hill Lowe,8449 Crossland Loop Suite 109,Montgomery,AL,36117,334.279.9700,www.hillandloweeducationalservices.org,12-Sep
Private Schools,Faith Academy,JESSICA M. RAPIER,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Barry Pickering,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Timothy Skelton,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,GERI W. SIKES,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,KRISTEL HOY BERGMAN,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Richard Wayne Cunningham,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,JESSICA M. RAPIER,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Barry Pickering,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Timothy Skelton,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,GERI W. SIKES,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,KRISTEL HOY BERGMAN,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Richard Wayne Cunningham,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,JESSICA M. RAPIER,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Barry Pickering,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Timothy Skelton,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,GERI W. SIKES,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,KRISTEL HOY BERGMAN,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Richard Wayne Cunningham,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,JESSICA M. RAPIER,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Barry Pickering,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Timothy Skelton,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,GERI W. SIKES,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,KRISTEL HOY BERGMAN,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Richard Wayne Cunningham,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,JESSICA M. RAPIER,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Barry Pickering,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Timothy Skelton,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,GERI W. SIKES,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,KRISTEL HOY BERGMAN,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Richard Wayne Cunningham,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,JESSICA M. RAPIER,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Barry Pickering,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Timothy Skelton,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,GERI W. SIKES,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,KRISTEL HOY BERGMAN,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Academy,Richard Wayne Cunningham,8650 Tanner Williams Rd,Mobile,AL,36608-8318,251.633.7267,,PK-12
Private Schools,Faith Christian Academy,Wayne Forsyth,705 W Sanderfer Rd,Athens,AL,35611-4047,256.233.3778,,PK-12
Private Schools,Faith Christian Academy,Kathy Graham Lawley,3979 County Rd 434,Moulton,AL,0,,,
Private Schools,Faith Christian Academy,Tammy Kingery,PO Box 305,Roanoke,AL,36274-0305,,,
Private Schools,Faith Christian Academy,Dee Tidwell,425 Franklin Street,Alexander City,AL,35010,,,
Private Schools,Faith Christian School,Robert Luther Phillips,4100 Ronnaki Road,Anniston,AL,0,256.236.4499,www.faithchristian.info,PK-12
Private Schools,Faith Covenant Academy,Charles Michael Maze,P O Box 1374,Huntsville,AL,35807,256.881.8844,www.nonesupplied.com,
Private Schools,Faith In Action Business Access Online,Aaron D Mccall,P O Box 1106,Hayneville,AL,0,,,
Private Schools,Faith Lutheran School,Daisy B Kirksey,1703 Dr M L King Jr Avenue,Mobile,AL,0,,,PK-03
Private Schools,Family Links Success Academy,Robin Mackey,P O Box 5072,Anniston,AL,36205,256.820.5911,www.nonesupplied.com,
Private Schools,Family Of Faith Christian Academy,Terrence James,10755 Harrogate Drive,Grand Bay,AL,36541,251.865.4399,,
Private Schools,First Assembly Christian School,Keith Jones,"85261 Highway 9, P.O Box 697",Ashland,AL,36251,256.354.4090,www.facslions.org,PK-12
Private Schools,First Bapt Kinder/daycare,Deborah S Tuck,2309 2nd Ave N,Pell City,AL,0,,,
Private Schools,First Baptist Child Development Center,Cathy Sanford,205 W Bridge Street,Wetumpka,AL,36092,,,
Private Schools,First Baptist Irondale ,Shannon Murphree,6001 Old Leeds Road,Irondale,AL,35210,205.956.3985,www.nonesupplied.com,PK-01
Private Schools,First Baptist Kindergarten,Jamie Barnes Robison,138 S Washington St,Prattville,AL,0,334.361.9481,www.outreach-solutions.com/fbcpratt,PK-OK
Private Schools,First Baptist Preschool,Rena Maldonado,125 South Randolph Avenue,Eufaula,AL,36027,334.687.1111,www.nonesupplied.com,
Private Schools,First Baptist Saks Child Development Center,Carla S Price,4723 Saks Road,Anniston,AL,0,,,
Private Schools,First Missionary Baptist Child Development Center,Nicole Campbell,3509 Blue Spring Rd,Huntsville,AL,0,,,
Private Schools,First Presbyterian Early Childhood,Julie Harvin,3012 West Main Street,Dothan,AL,36305,,,
Private Schools,First Seventh Day Adv Chc Of Adamsville,Phyllis Williams,4220 Oakwood Drive,Adamsville,AL,0,,,
Private Schools,First United Meth First Sch,Jean S Carr,2416 West Cloverdale Park,Montgomery,AL,0,,,PK-OK
Private Schools,First United Methodist Kindergarten Day Care,Claudia Mathews,105 East Spring Street,Sylacauga,AL,35150,256.249.2300,,
Private Schools,Flint Hill Christian School,Larry Pender,1630 Powder Plant Road,Bessemer,AL,0,,,
Private Schools,Floral Crest School,Wanda Kay Beck,1228 County Road 89,Bryant,AL,35958,256.597.2582,www.floralcrest.org,9-Jan
Private Schools,Florence Christian Academy,Michael Fulcher,2701 Florence Blvd,Florence,AL,35630,,,
Private Schools,Flowers Learning Center,Eloise Shelby Flowers,3085 Woodley Road,Montgomery,AL,36116,,,
Private Schools,Focus Point Education Academy,Taneki D Mayes,13074 Edna Brake Lucas Dr,Montgomery,AL,36117,334.270.9571,www.thefocuspoint.org,PK-06
Private Schools,Fords Chapel United Methodist Church,Krista K. McRee,280 Ford Chapel Drive,Harvest,AL,35749,256.864.0888,www.fordschapellc.org,PK-OK
Private Schools,Forestdale Baptist School,Janice Gibbons,1400 Brisbane Ave,Birmingham,AL,35214-3799,205.798.1248,,PK-06
Private Schools,Fort Dale Academy,David Brantley,1100 Gamble St,Greenville,AL,36037,334.382.2606,www.fortdale.com,PK-12
Private Schools,Fort Rucker Elem School,Barbara Dell McMullen,Red Cloud And Farrell Rd,Ft Rucker,AL,36362,,,
Private Schools,Fort Rucker Primary,Dell McMullen,Red Cloud And Farrell Rd,Ft Rucker,AL,36362,,,
Private Schools,Funshine Playschool,Callie Everett,120 North County Road 33,Ashford,AL,36312,334.899.3987,www.nonesupplied.com,
Private Schools,Future Generation Learning Ctr,,109 East South Boulevard,Montgomery,AL,36105,,,2-Feb
Private Schools,Gadsden Job Corp Center,Renee Santangelo,600 Valley Street,Gadsden,AL,35902,,,
Private Schools,Gan Gan & Pa Pa Learning Resource Center,Georgia C Frazier,9029 Airport Road,Birmingham,AL,0,,,
Private Schools,Gardendale Christian Academy,Linda P Wheeler,1800 Decatur Hwy,Gardendale,AL,35071-2350,205.631.9465,gdalechristian.org,PK-05
Private Schools,Garywood Christian School,Randal K Ray,2730 Allison-Bonnett Memorial,Hueytown,AL,35023,205.744.8135,,
Private Schools,Genesis Prep Academy,Tonia Bevelle,11360 County Road 20,Boligee,AL,35443-    ,205.496.1175,,
Private Schools,Glenwood School Inc,Frankie Mitchum,5801 Summerville Road ,Smith Station ,AL,36877-0310,334.297.3614,,PK-12
Private Schools,God'S House Kindergarten And Daycare,Susan Coxhead,4660 Caldwell Mill Road,Birmingham,AL,35243,205.967.7611,,PK-OK
Private Schools,Good Shepherd Academy,,5851 Plantation Road,Theodore,AL,36585,251.653.8579,www.nonesupplied.com,
Private Schools,Government Street Christian School,Bryan Townsend,3401 Government Blvd,Mobile,AL,36693-3401,251.660.7444,www.governmentstreetchristianschool.org,OK-12
Private Schools,Grace Baptist Academy,,8780 Howells Ferry Road,Semmes,AL,36575,251.649.7398,www.nonesupplied.com,
Private Schools,Grace Christian Academy,Carol Diane Grace,1186 Mac Drummond Rd,Jasper,AL,35504,205.522.5633,NoneSupplied.com,OK-12
Private Schools,Grace Christian Academy,Toni A Stanton,19470 County Road 6,Gulf Shores,AL,36542,,,
Private Schools,Grace Christian Academy-Heron Bay,Rufus Howard Gaston,900 Abilene Drive E,Mobile,AL,36695,,,PK-10
Private Schools,Grace Lutheran School,Joshua Daniel Swartz,3321 S Memorial Pkwy,Huntsville,AL,35801-5396,256.881.0553,http://www.gls-hsv.org,PK-10
Private Schools,Grace Temple Pre School-Daycare,Alexander Moore,159 Hemley Avenue,Mobile,AL,36607,251.478.9200,,PK-OK
Private Schools,Grandview School,Joan H Quick,3690 Grandview Parkway,Birmingham,AL,35243-1920,205.971.5753,,PK-12
Private Schools,Grassroots Christian Academy,Lovella Elizabeth Jones,1601 5th Avenue North #222,Birmingham,AL,35203-    ,205.960.6444,,OK-12
Private Schools,Great Beginnings Academy,Delores Ann Smith,1406 Promotion Plaza,Leeds,AL,35094,205.699.1023,www.gblcleeds.com,PK-06
Private Schools,Great Teachers Academy,Ezra E Shine,1525 21st Street  Ensley,Birmingham,AL,35218,800.928.5570,www.greatteachers.academy,12-Jun
Private Schools,Great Teachers Academy,Robert Pelletier,1525 21st Street  Ensley,Birmingham,AL,35218,800.928.5570,www.greatteachers.academy,12-Jun
Private Schools,Great Teachers Academy,Ezra E Shine,1525 21st Street  Ensley,Birmingham,AL,35218,800.928.5570,www.greatteachers.academy,12-Jun
Private Schools,Great Teachers Academy,Robert Pelletier,1525 21st Street  Ensley,Birmingham,AL,35218,800.928.5570,www.greatteachers.academy,12-Jun
Private Schools,Greater Peace Child Developmant Center,Vertrina Grubbs,940 Fox Run,Opelika,AL,36801,251.786.1580,www.nonesupplied.com,
Private Schools,Green Gate School,Yvonna Richardson,3265 McGehee Rd,Montgomery,AL,36111-2300,334.281.3300,,PK-08
Private Schools,Greengate School,Deborah A Hargett,1300 Meridian St Suite 2200,Huntsville,AL,35801,256.551.4439,www.greengateschool.org,8-Jan
Private Schools,Guardian Angel Christian Academy,Teresa Hunt,1600 Stanley Avenue,Andalusia,AL,36420,334.222.8356,,
Private Schools,Gulf States Conf Of Seventh-Day Adventists,Rita Henriquez-Green,6450 Atlanta Highway,Montgomery,AL,36117,,,
Private Schools,Guntersville Child Development Center,,P O Box 673,Guntersville,AL,35976,256.582.8806,www.nonesupplied.com,
Private Schools,Guntersville HeadStart,,461 Drive Inn,Guntersville,AL,35976,256.891.3423,www.nonesupplied.com,
Private Schools,Hampton Cove Christian Academy,T J Lee,351 Old Hwy 431,Hampton Cove,AL,35763,256.539.3773,www.hamptoncoveacademy.org,
Private Schools,Happi Faces Preschool Inc,Amy Meherg Stewart,323 Rock Ridge Rd,Winfield,AL,35594,,,
Private Schools,Harris Early Learning Center,Robbie Black Roberts,1413 7th Ave N,Birmingham,AL,35203,205.252.5060,www.harriselc.org,PK-PK
Private Schools,Harvest Christian School,Duncan Campbell,7303 Taylors Ferry Road,Bessemer,AL,0,,,
Private Schools,Harvest Temple Academy,Vicki Earp,4500 Vaughn Road,Montgomery,AL,0,,,
Private Schools,Haven Christian Academy,Buddy Hayes,9444 Highway 22,Montevallo,AL,0,,,
Private Schools,Heritage Christian Academy,Brian Ernest Willett,2290 Old Tyler Rd,Hoover,AL,35226-1729,205.978.6001,www.smcs.org,PK-12
Private Schools,Higdon Hill School,,6869 5th Ave. S,Birmingham,AL,35212,205.838.4031,,12-May
Private Schools,Highlands School,Jane L Jenkins,4901 Old Leeds Road,Birmingham,AL,35213,205.956.9731,www.highlandsschool.org,PK-08
Private Schools,Highpoint Christian School,Lemuel Taylor,2421 Lott Rd,Eight Mile,AL,0,,,PK-01
Private Schools,Hilltop Montessori School,Michele Scott Wilensky,6 Abbott Square,Birmingham,AL,35242,205.437.9343,www.hilltopmontessori.com,PK-08
Private Schools,Holt Street Memorial Baptist Church Academy,Willie D McClung,1870 South Court Street,Montgomery,AL,36104,334.263.0522,www.nonesupplied.com,
Private Schools,Holy Cross Episcopal School,Kathy Pope Taylor,4400 Bell Road,Montgomery,AL,36116,334.395.8222,www.holycrossmontgomery.org,PK-06
Private Schools,Holy Family Elementary School,,1916 19th Street Ensley,Birmingham,AL,35218,205.780.5858,www.nonesupplied.com,
Private Schools,Holy Family High School,Stephanie Yates Yates,2001 19th St - Ensley,Birmingham,AL,0,205.787.9937,www.hfcristorey.org,12-Sep
Private Schools,Hooper Academy,Greg William Faulkner,380 Fischer Rd,Hope Hull,AL,36043-9773,334.288.5980,www.hooperacademy.org,PK-12
Private Schools,Hoover Christian School,Gaylan Herr,2113 Old Rocky Ridge Road,Hoover,AL,35216,205.987.3376,,PK-09
Private Schools,Hope Academy,Melanie Daw,29964 St. Basil Street,Daphne,AL,36526,251.517.5590,hopeacademy.cc,PK-06
Private Schools,Hope Academy,Jacqueline A Pugh,379 Moccasin Road,Fayette,AL,35555,205.333.1111,www.nonesupplied.com,
Private Schools,Hope Christian School,Connie Atchison,P O Box 563,Alabaster,AL,0,,,
Private Schools,Hope Comm Christian Child Dev Center,Charles Rodgers,P O Box 141,Huntsville,AL,0,,,
Private Schools,Houston Academy,Scott Douglas Phillipps,901 Buena Vista Dr,Dothan,AL,36303-1999,334.794.4106,901 Buena Vista Dr,PK-12
Private Schools,Huntsville Achievement Sch,Richard Reynolds,406 1/2 Governors Dr SW,Huntsville,AL,35801-5124,256.539.1772,,OK-12
Private Schools,Huntsville Christian Academy,Cathy Sperr,175 West Park Loop,Huntsville,AL,35806,,,
Private Schools,Huntsville College Preparatory School,,4217 9th Ave SW,Huntsville,AL,35805-3400,256.207.8075,www.hcpschool.org,
Private Schools,Huntsville Educational Service,Patty O'Reilly,3313 Memorial Parkway SW # 113,Huntsville,AL,35801,256.650.6331,www.huntsvilleeducationalservice.com,OK-12
Private Schools,Imagination Station Child Development Center,Rebekah Ensey,400 McFarland Blvd.  Suite B,Northport,AL,35476,205.333.3291,www.nonesupplied.com,
Private Schools,Indian Springs School,TANYA YEAGER,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Indian Springs School,Kenneth Hunter Wolfe,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Indian Springs School,Weslie C Wald,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Indian Springs School,TANYA YEAGER,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Indian Springs School,Kenneth Hunter Wolfe,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Indian Springs School,Weslie C Wald,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Indian Springs School,TANYA YEAGER,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Indian Springs School,Kenneth Hunter Wolfe,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Indian Springs School,Weslie C Wald,190 Woodward Dr,Indian Springs,AL,35124-3272,205.988.3350,www.indiansprings.org,12-Aug
Private Schools,Integrity Christian Academy,,216 Roebuck Drive,Birmingham,AL,35215,205.833.4416,www.nonesupplied.com,
Private Schools,IQRA Math and Science Academy ,Ufuk Demir,1821 McCall Drive,Anniston,AL,36207,256.403.6161,www.imsacademy.org,OK-12
Private Schools,IQRA Math and Science Academy ,Janice Kay Wright,1821 McCall Drive,Anniston,AL,36207,256.403.6161,www.imsacademy.org,OK-12
Private Schools,IQRA Math and Science Academy ,Ufuk Demir,1821 McCall Drive,Anniston,AL,36207,256.403.6161,www.imsacademy.org,OK-12
Private Schools,IQRA Math and Science Academy ,Janice Kay Wright,1821 McCall Drive,Anniston,AL,36207,256.403.6161,www.imsacademy.org,OK-12
Private Schools,Islamic Academy Of Alabama,Ziyad M Awad,1810 25th Court South,Homewood,AL,0,205.870.0422,iaaschool.net,PK-12
Private Schools,Islamic Academy of Huntsville,Marilyn Lewis,1645 Sparkman Drive,Huntsville,AL,35816,,,
Private Schools,J B Shelton Academy Inc,Janet L Shelton,1050 Hillcrest Rd,Mobile,AL,36695-4572,251.639.1311,,12-Jun
Private Schools,Jackson Academy,Joseph Bryan Jones,P O Box 838,Jackson,AL,36545,251.246.5552,1954 Coffeeville Road,PK-12
Private Schools,Jackson Creek Christian Academy,Johnnie Grant,10431 Old Pascagoula Road,Grand Bay,AL,36541,,,
Private Schools,Jacksonville Christian Acad,Tommy Glenn Miller,831 Alexandria Rd SW,Jacksonville,AL,36265-2757,256.435.3333,,OK-12
Private Schools,Jasper Academy,Wayne Lee,1807 6th Ave. S,Jasper,AL,35501,205.265.2900,www.myjasperacademy.com,12-Mar
Private Schools,Jefferson Christian Academy,Ben C Burger,1500 Heritage Place Drive,Birmingham,AL,0,,,
Private Schools,Jericho Way Christian Academy,Carol Grace,1083 River Road,Cordova,AL,35550,205.522.5633,,OK-12
Private Schools,John B Norman Sr Christian Academy,John Norman,309 20th Street Sw,Birmingham,AL,35211,205.925.6900,,6-Jun
Private Schools,Joseph S. Bruno Montessori Academy,Rebecca Little,5509 Timber Hill Road,Birmingham,AL,35242,205.995.8709,www.jbma.education,PK-08
Private Schools,Keystone Learning,Liberty S Duke,Post Office Box 837,Northport,AL,0,,,PK-OK
